hunt_name,hunt_code,boundary_id,hunt_code_mapping_status,boundary_id_mapping_status,candidate_hunt_code,candidate_boundary_id,sex_type,species,weapon,hunt_type,season,permits_2026_res,permits_2026_nr,permits_2026_total,permit_count_status,source_file,source_row_number
"Nine Mile, Anthro-Myton Bench",PB5011,129,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5011,129,Buck,Pronghorn,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,30,3,33,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,17
"North Slope, Three Corners/West Daggett",PB5012,289,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5012,289,Buck,Pronghorn,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,10,1,11,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,18
Pine Valley,PB5013,636,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5013,636,Buck,Pronghorn,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,7,1,8,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,19
"San Rafael, North",PB5015,194,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5015,194,Buck,Pronghorn,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,21,2,23,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,20
Diamond Mtn/Bonanza,PB5016,461,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5016,461,Buck,Pronghorn,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,17,2,19,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,21
Vernal,PB5017,208,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5017,208,Buck,Pronghorn,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,18,2,20,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,22
Southwest Desert,PB5018,625,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5018,625,Buck,Pronghorn,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,31,4,35,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,23
"West Desert, Riverbed",PB5019,244,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5019,244,Buck,Pronghorn,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,18,2,20,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,24
"West Desert, Rush Valley",PB5020,245,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5020,245,Buck,Pronghorn,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,8,1,9,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,25
"West Desert, Snake Valley",PB5021,246,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5021,246,Buck,Pronghorn,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,23,3,26,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,26
Southwest Desert,PB5024,625,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5024,625,Buck,Pronghorn,Muzzleloader,Limited Entry,Sept 23 2026 - Oct 01 2026,31,4,35,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,27
Beaver,PB5025,628,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5025,628,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,43,5,48,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,28
"Book Cliffs, Bitter Creek",PB5026,667,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5026,667,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,50,6,56,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,29
"Book Cliffs, South",PB5027,15,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5027,15,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,34,4,38,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,30
"Box Elder, Promontory",PB5028,24,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5028,24,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,14,2,16,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,31
"Box Elder, Puddle Valley",PB5029,25,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5029,25,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,14,2,16,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,32
"Box Elder, Snowville",PB5030,27,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5030,27,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,28,3,31,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,33
"Box Elder, West",PB5031,755,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5031,755,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,30,3,33,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,34
"Fillmore, Oak Creek South",PB5033,81,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5033,81,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,46,5,51,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,35
Kaiparowits,PB5034,97,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5034,97,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,2,0,2,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,36
"La Sal, Potash/South Cisco",PB5035,688,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5035,688,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,22,2,24,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,37
"Nine Mile, Anthro-Myton Bench",PB5037,129,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5037,129,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,89,10,99,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,38
"Nine Mile, Range Creek",PB5038,277,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5038,277,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,13,1,14,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,39
"North Slope, Summit",PB5039,138,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5039,138,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,15,2,17,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,40
"North Slope, Three Corners/West Daggett",PB5040,289,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5040,289,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,29,3,32,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,41
"Panguitch Lake/Zion, North",PB5041,718,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5041,718,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,21,2,23,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,42
Pine Valley,PB5042,636,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5042,636,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,21,2,23,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,43
"San Juan, Hatch Point",PB5044,186,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5044,186,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,3,0,3,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,44
"San Rafael, Desert",PB5045,443,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5045,443,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,7,1,8,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,45
"San Rafael, North",PB5046,194,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5046,194,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,62,7,69,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,46
Diamond Mtn/Bonanza,PB5047,461,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5047,461,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,50,6,56,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,47
Vernal,PB5048,208,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5048,208,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,54,6,60,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,48
Southwest Desert,PB5049,625,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5049,625,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,94,11,105,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,49
"West Desert, Riverbed",PB5050,244,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5050,244,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,73,8,81,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,50
"West Desert, Rush Valley",PB5051,245,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5051,245,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,32,4,36,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,51
"West Desert, Snake Valley",PB5052,246,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5052,246,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,95,11,106,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,52
"Nine Mile, Range Creek",PB5053,277,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5053,277,Buck,Pronghorn,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,4,0,4,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,53
"Panguitch Lake/Zion, North",PB5054,718,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5054,718,Buck,Pronghorn,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,7,1,8,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,54
"San Rafael, Desert",PB5055,443,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5055,443,Buck,Pronghorn,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,2,0,2,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,55
"San Rafael, North",PB5056,194,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5056,194,Buck,Pronghorn,Muzzleloader,Limited Entry,Sept 23 2026 - Oct 01 2026,21,2,23,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,56
"Nine Mile, Anthro-Myton Bench",PB5059,129,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5059,129,Buck,Pronghorn,Muzzleloader,Limited Entry,Sept 23 2026 - Oct 01 2026,30,3,33,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,57
Diamond Mtn/Bonanza,PB5060,461,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5060,461,Buck,Pronghorn,Muzzleloader,Limited Entry,Sept 23 2026 - Oct 01 2026,17,2,19,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,58
"Panguitch Lake/Zion, North",PB5061,718,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5061,718,Buck,Pronghorn,Muzzleloader,Limited Entry,Sept 23 2026 - Oct 01 2026,7,1,8,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,59
Pine Valley,PB5062,636,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5062,636,Buck,Pronghorn,Muzzleloader,Limited Entry,Sept 23 2026 - Oct 01 2026,7,1,8,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,60
"Fillmore, Oak Creek South",PB5065,81,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5065,81,Buck,Pronghorn,Muzzleloader,Limited Entry,Sept 23 2026 - Oct 01 2026,15,2,17,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,61
"North Slope, Three Corners/West Daggett",PB5066,289,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5066,289,Buck,Pronghorn,Muzzleloader,Limited Entry,Sept 23 2026 - Oct 01 2026,10,1,11,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,62
Vernal,PB5072,208,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5072,208,Buck,Pronghorn,Muzzleloader,Limited Entry,Sept 23 2026 - Oct 01 2026,18,2,20,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,63
"Cache, Rich",PB5073,38,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5073,38,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,6,0,6,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,64
"Cache, Rich",PB5074,38,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5074,38,Buck,Pronghorn,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,2,0,2,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,65
"Cache, Rich",PB5075,38,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5075,38,Buck,Pronghorn,Muzzleloader,Limited Entry,Sept 23 2026 - Oct 01 2026,2,0,2,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,66
Parker Mtn,PB5076,703,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5076,703,Buck,Pronghorn,Any Legal Weapon,Limited Entry,Sept 12 2026 - Sept 20 2026,135,15,150,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,67
Parker Mtn,PB5077,703,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5077,703,Buck,Pronghorn,Archery,Limited Entry,Aug 15 2026 - Sept 11 2026,45,5,50,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,68
Parker Mtn,PB5078,703,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5078,703,Buck,Pronghorn,Muzzleloader,Limited Entry,Sept 23 2026 - Oct 01 2026,45,5,50,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,69
"Box Elder, West",PB5079,755,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5079,755,Buck,Pronghorn,Muzzleloader,Limited Entry,Sept 23 2026 - Oct 01 2026,10,1,11,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,70
"Box Elder, Snowville",PB5080,27,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5080,27,Buck,Pronghorn,Muzzleloader,Limited Entry,Sept 23 2026 - Oct 01 2026,9,1,10,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,71
Antelope Creek CWMU,PB5300,581,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5300,581,Buck,Pronghorn,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,4,0,4,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,72
Deseret CWMU,PB5302,568,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5302,568,Buck,Pronghorn,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,29,0,29,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,73
Park Valley CWMU,PB5305,603,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5305,603,Buck,Pronghorn,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,74
Rabbit Creek CWMU,PB5306,590,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5306,590,Buck,Pronghorn,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,75
Skull Valley South CWMU,PB5309,585,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5309,585,Buck,Pronghorn,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,2,0,2,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,76
The Rose of Snowville CWMU,PB5311,509,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5311,509,Buck,Pronghorn,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,3,0,3,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,77
TL Bar Ranch CWMU,PB5312,721,REVIEWED_CURRENT_HUNT_CODE,DATABASE_BOUNDARY_ID,PB5312,721,Buck,Pronghorn,Any Legal Weapon,CWMU,Contact operator for 2026 season dates,1,0,1,FULL_SPLIT,USER_PASTED_DWR_HUNT_PLANNER_PRONGHORN_BUCK_PB_LP_2026,78
